review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source
2023-11-26,下午茶時段菜色豐富，可以來嘗試看看,,,,4,台北晶華酒店,Google
2023-11-26,第一次入住台北晶華酒店，這次旅程帶著小朋友～小朋友吵著要遊戲室玩，哇嗚～遊戲室既然有一位晶華小姐姐在裡面陪玩還有手作活動，真的超棒的！這是我們住過五星飯店裡沒有過的服務（陪玩ViVi小姐姐帶小朋友做手作），希望飯店能繼續保有這遊戲空間甚至更擴大設備，並可以開發一些手作課程，讓這些活動設計更能吸引國內外遊客入住。,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-11-26,5樓的小孩遊戲室很棒，還有陪玩姐姐VIVI很親切～～～今天還遇到免費活動，製作聖誕小花圈！推薦大家來玩，有小餐廳，書、積木⋯👍,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-11-26,我在兒童角落做了一個聖誕花圈。,,,,5,台北晶華酒店,Google
2023-11-25,遊戲室很棒！！姐姐人很好,,,,5,台北晶華酒店,Google
2023-11-25,最喜歡晶華到兒童遊戲室～是媽媽解放雙手的好地方，有熱心小姊姊陪玩～小姐姐VIVi還會幫忙手作呢！超推薦～環境又棒😀,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-11-25,柏麗廳午餐用餐體驗不錯,4.0,5.0,5.0,4,台北晶華酒店,Google
2023-11-25,這是一家乾淨舒適的飯店。,5.0,4.0,5.0,5,台北晶華酒店,Google
2023-11-25,房間寬敞，服務親戚，餐廳飲食佳,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-11-25,距離中山捷運站僅有5分鐘步行路程喔 晶華酒店擁有8家餐飲場所， 包括Mihan Honke和Silks等餐廳， 提供傳統的日本料理和中國美食❤️ 酒店還設有健身俱樂部、Wellspring Spa和屋頂泳池❤️ 晶華酒店的客房裝潢典雅，配備平面電視，提供舒適的頂級寢具、羽絨被和枕頭選單～ 酒店的大理石浴室設有全浸式浴缸和獨立淋浴間🛁 晶華酒店的地理位置優越， 鄰近赤峰街、大稻埕碼頭、迪化街和南京西路商圈～很方便周圍好逛🤩🤩🤩,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-11-24,房間不錯，乾淨舒適。得到了你需要的所有東西。 這裡的自助早餐很美味，所有的食物都很美味。在這裡住了 4 個晚上，一點也不無聊。,4.0,4.0,4.0,5,台北晶華酒店,Google
2023-11-24,不錯,4.0,4.0,4.0,4,台北晶華酒店,Google
2023-11-23,淨灘後住在這裡，格外舒適,,,,5,台北晶華酒店,Google
2023-11-23,超棒的老飯店,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-11-22,如果搭計程車去的話，如果說麗晶飯店，他們根本聽不懂，必須出示手機上的漢字名字，如果從台北車站過去的話，不到20台幣。 我喜歡吃早餐的地方寬敞而且菜單多種多樣。 辦理入住時需支付押金。,4.0,4.0,3.0,4,台北晶華酒店,Google
2023-11-22,很好的服務體驗。餐點也很好吃。,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-11-21,很棒的餐點，海鮮，和牛相當多食材。,,,,5,台北晶華酒店,Google
2023-11-21,停車場電梯不太好等、check in櫃檯等待時間過長（晚間六點辦理入住）；房間、餐廳整體都有一定水準！,5.0,5.0,5.0,5,台北晶華酒店,Google
2023-11-25,這家酒店很糟糕。他們沒有地方為要離開幾天的人鎖行李。 他們甚至沒有行李間：所有行李都放在大廳裡，任何人都可以拿走行李。 上次我住在這裡時，他們把我的行李送到了錯誤的房間，但他們甚至拒絕讓我用自己的鋼纜鎖將其鎖在某個東西上。 安全的行李寄存是世界上每家優質飯店的特色，但蘭迪斯飯店卻不然。,,,,1,亞都麗緻大飯店,Google
2023-11-24,服務水準落差較大，出餐緩慢。,4.0,4.0,5.0,4,亞都麗緻大飯店,Google
2023-11-23,這是一家充滿奢華感的飯店。門衛總是開門。即使我一個人，房間也很豪華寬敞。有浴缸和淋浴，熱水出得很快。也提供四瓶礦泉水。還有水果可以吃。離車站近也很好。前面還有全家便利商店，很方便。即使它如此好，價格也很合理。我可以放鬆了。,5.0,5.0,5.0,5,亞都麗緻大飯店,Google
2023-11-22,酒店本身很舊所以不能期望太多。不過服務和地點還是相當不錯的。唯一的問題是，如果你的房間面向主幹道，會有點吵。,3.0,5.0,5.0,4,亞都麗緻大飯店,Google
2023-11-27,有機場巴士直接從桃園機場出發。 聽說1樓和4樓的早餐是一樣的，只是1樓的種類多一點。 設施可以補充，但不會經常填滿。 看來這家飯店有很多日本人光顧。 韓國套餐也常有。 還不錯，乾淨，就是隔音不太好。 （外國青少年在走廊上奔跑尖叫） 街對面的便利商店設有國民銀行 ATM 機。,4.0,4.0,4.0,4,台北福華大飯店,Google
2023-11-27,"飯店雖舊,但是還是有維持五星水準,客房內的設施也都很人性化,床也很好躺, 只是有些小缺點,建議飯店的即溶咖啡可以用台灣的,不要用大陸的,畢竟已經住到五星級了,另外有膠囊咖啡機很棒,但膠囊上面都沒有顯示日期,房客要喝也覺得怪怪的,另外沐浴乳和洗髮精建議可用有聽過的牌子,以上如果可以改善,我想對飯店是大大加分.",5.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-27,此次入住睡覺時蓋著被子覺得被子接觸的皮膚有被咬刺痛的感覺原本以為自己太敏感或是被蚊子咬，便忍耐著繼續躺著，到半夜實在太不舒服，發現腹部手臂都有多處紅疹且越來越癢，因先生已經熟睡怕吵醒便選擇自行下樓要新的被子，我到櫃檯告知想換新被子的原因並且說我可以自己帶到房間因為先生睡著，櫃檯值班人員冷淡回應似乎不覺得自家飯店被子也許沾染了什麼讓客人發癢不舒服是有問題的事情，我可能態度太客氣告訴他了，希望飯店重視清潔的問題，感恩 結果先生早上起來也說被咬,,,,1,台北福華大飯店,Google
2023-11-27,很喜歡的一家有歷史的飯店，固定會來看畫展，以前也常常在樓上服飾消費，非常親切的飯店。,,,,5,台北福華大飯店,Google
2023-11-26,今天在江南春用餐遇到林經理，曲副理，及林俊甫，孫翊棋，陳家萱等領班，接待都很親切有禮，點餐亦細心注意客人需要，服務品質非常好，另外，劉主廚對餐飲烹調管理亦很用心要求。希望 江南春繼續維護優良服務水準，並精益求精。,5.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-26,從check in那一刻就大大加分！ 入住時間一到我就抵達飯店了，朋友因工作關係晚上才會到，而我因為剛下大夜班需要補眠，擔心睡太沉沒能接到朋友的電話，好在櫃台人員貼心告知可留下一些基本資料，將另一張房卡先寄放在櫃台，這服務對我來說真是太棒了。 房間的部分: 我訂的是兩張單人床的房型，床的硬度適中，睡得很舒服，比較可惜的是電視機的位置不在兩張床之間。 整體來說相當乾淨，木質的衣櫃、桌椅、檯燈很有質感，地毯雖然有年代感但完全沒有灰塵。 浴室乾淨明亮，空間也很大，最棒的是有浴缸可以泡澡！ 彩虹座早餐: 用餐時間6:00~10:00，會有服務人員帶位。餐點有中式、西式、日式等超多樣的料理可供選擇，中庭寬敞的空間跟布置也讓人相當放鬆,5.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-26,傑夫和亨利的服務非常周到,,,,5,台北福華大飯店,Google
2023-11-26,傑森和彼得的服務非常友好,5.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-26,亨利和丹尼爾提供優質的服務,5.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-25,來參加活動，感恩。,,5.0,5.0,5,台北福華大飯店,Google
2023-11-25,餐點不錯,,5.0,4.0,5,台北福華大飯店,Google
2023-11-25,很好,4.0,5.0,4.0,5,台北福華大飯店,Google
2023-11-24,服務人員不熟悉飯店福華卡貴賓服務中心樓層地點，無法清楚轉達。,5.0,2.0,5.0,5,台北福華大飯店,Google
2023-11-23,服務人員John Huang非常友善，非常友善地幫我介紹房間並照顧我的行李。,5.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-23,自助餐鐵板專區-楊吉田師傅，服務熱情又很會幫客人補餐，感謝 貴飯店能夠請到這麼優秀的師傅。,5.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-23,服務親切到位，果然是五星級服務。,4.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-23,工作人員很好，入住時間也很有彈性。這是一項獎勵服務。繼續出色的工作。謝謝。,5.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-22,麵包房販售的餅乾從220漲到400：包裝變鐵盒餅乾變大是沒錯，但是口感變硬不好吃，懷念之前的一口酥餅乾,,,,1,台北福華大飯店,Google
2023-11-21,一流的服務、一流的設施，包括具有強大自由重量能力的健身房。巔峰位置也是如此。,4.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-21,透過booking訂房，但訂單已經取消之後（在免費取消時間內），還被收了一筆5100款項，來回詢問信用卡公司和飯店，飯店才回覆是預授權款項，還要等7-10個工作天才能取消預授權額度。 建議大家就算已取消的訂單還是要留意是否有被先收取預授權金額，以免影響到其他消費額度，以及最後要再確認是否真的有被扣款！,3.0,1.0,3.0,1,台北福華大飯店,Google
2023-11-21,本來這個評論應該是由住房旅客寫的，但由於我是從頭到尾接洽的人，所以雖是旁觀者，但也是當局者，內心有許多感動促使我想寫下來分享。 這次安排家人住房的時間是2022/11/8～2022/11/21，還有2022/11/18的親子房。 這次一行10人的家人自美返國省親，6大4小，若非選擇台北福華，豈能享受到如此優質的服務？我必需把我心中的感謝寫出來，才能讓還在猶豫要住哪一家飯店的人下定決心，「給我福華，其他免談」！ 我們訂了三個房間，有可能會分散在不同樓層或角落，但福華飯店很貼心的幫我們把三個房間排在一起，讓家人可以以最近的距離互相幫忙照顧，真是貼心。 我們這次辦了一個家族聚餐，大大小小總共有30個人，本想在飯店以外找餐廳，但現在要這麼多人的位子的餐廳很難找，有的距離也不近，出門很麻煩；突然想到為何要捨近求遠？就在福華裡面的餐廳用餐不就好了嗎？ 於是我們決定在珍珠坊聚餐，看上面說明餐點有很多選擇，還可以無限續點，也就是吃到飽！更感人的是還有住房優惠、65歲以上長者優惠、6歲以下兒童優惠，算一算，我們著實可以省下不少費用！ 在聯繫過程有一位珍珠坊的服務人員，孔玉梅副理我必需特別稱讚👍！ 她是位親切的大姐姐，一看就知道服務經驗十足，效率超高的，不論在座位安排、點菜、上菜、到最後的結帳時間都掌控的非常有節奏，讓我們家族的人都稱讚連連，直說吃得好飽、好開心！非常謝謝她。 而我這次還訂了一間兒童最愛的親子房給我來自台中的女兒一家住一晚，特別在此建議有小孩的人可以選擇，裡面有孩子喜歡的玩具還有溜滑梯，小孩都好開心喔！退房後發生一件小插曲，就是我女兒的一個裝有禮券的信封袋忘記拿，直到數小時後才發現，趕快跟客房部聯繫，沒想到很快就被找到了！如此效率真的是令人讚嘆不已！ 我這次因為地主之誼，常在櫃檯協助辦理、溝通一些事宜，發現櫃檯的一位陳明華先生態度非常穩重、專業、有禮，他是一位有同理心、愛心的資深的服務人員，歲仍能保有專業的工作熱忱與敬業精神是福華飯店的福氣，因為這是帶給年輕工作人員的學習榜樣，很棒！ 總之，現在有很多花俏的飯店，但我覺得福華飯店讓人有賓至如歸、沈穩、安全的特質，是這些新興飯店無法相比的。 福華硬體如此，軟體也如此；軟體就是人，福華的工作人員平均年齡都比較年長、資深，這顯示飯店留得住人才，人才也願意為東家效力，代表有情有義。 一個有情有義的飯店經營理念在福華運轉，帶給住房客人的自然就是備受寵愛的幸福感，所以我覺得能在市中心有一間這樣的飯店真的是大家的福氣，有機會真的要去好好被寵愛一下喔！,5.0,5.0,5.0,5,台北福華大飯店,Google
2023-11-26,這次入住Spectacular Taipei 101 View. 很喜歡也體驗了視覺的極致享受，房內整齊清潔就冷氣有點大聲，過時的音響系統應該可以退休了，其實W可以考慮引進AI管家像高雄洲際酒店的小美犀，餐廳狀況就大不如前，但雞尾酒還是很讚,4.0,4.0,5.0,4,台北W飯店,Google
2023-11-26,統一期貨講座。場地舒適，但投影不時斷線。20231124,,,,5,台北W飯店,Google
2023-11-24,五星級飯店所以房間寬敞乾淨，房間裡有TWG茶，有浴缸，位置就在捷運大會堂靠近大會堂巴士站，步行到台北101很近，很方便，步行到很多商場，周圍有很多餐館和美食廣場。,5.0,5.0,5.0,5,台北W飯店,Google
2023-11-24,Bowmore波摩（Bowmore) 與奧斯頓·馬丁（Aston Martin) VIP 尊爵鑑賞會 辦在W HOTEL 的八樓 今天的晚宴是料理搭配4種不同的威士忌，分別是29年酒精濃度53.7%vol的TIMELESS、22年酒精濃度51%vol的BOWMORE × ASTON MARTIN、19年酒精濃度48.9%vol的BOWMORE 、以及15年酒精濃度43%vol 的BOWMORE，還有最後以15年威士忌為基底的調酒。,5.0,5.0,5.0,5,台北W飯店,Google
2023-11-22,又一個很棒的W體驗！ 和我妻子一起住在那裡，得到了一間可以看到台北 101 大樓景觀的房間 - 多麼美妙的體驗！ 友好的工作人員、美味的早餐和一流的房間清潔。此外，Bose 室內系統也是一個不錯的附加組件，我們很喜歡使用。 還會再來的,,,,5,台北W飯店,Google
2023-11-21,住宿房間還可以，算是價位比較高但比較小的設計，洗澡地方玻璃太多讓家庭住宿比較不那麼自在 下午茶還不錯但是其中一個點心看起來不知道是不是放比較久，其他都不錯 飲料服務也很不錯，非常客製化,4.0,5.0,5.0,4,台北W飯店,Google
2023-11-21,非常靠近火車站（台北市政府站）和購物區。設法看到台北 101 的景色。酒店氛圍非常有趣和別緻。,5.0,4.0,5.0,4,台北W飯店,Google
2023-11-27,聖誕節的裝飾很有氣氛 大廳乾淨明亮 很棒,,5.0,5.0,5,台北君悅酒店,Google
2023-11-26,飯店的經理很專業,5.0,5.0,5.0,5,台北君悅酒店,Google
2023-11-25,茶苑～菜少味淡CP值太低,3.0,3.0,3.0,3,台北君悅酒店,Google
2023-11-24,來的時侯正好遇到了。五漢。 歷史性的一刻被我遇到了。哈哈哈😆 從寬廣的迎賓車道，下了迎賓車道轉彎就可以進到地下停車場，地下停車車位寬，雖然有點因為時間久遠的樣貌，但整體還是乾淨整潔。 1.車位還很多不需要特別找車位。 2.停好車位上大廳都有電梯。電梯也很多台。 3.電梯的乾淨整潔都很好 4.早餐好吃，不僅有基本的樣式可選擇，中式、西式、沙拉、熟食、印度、等多國料理。 5.走廊雖然矮，但進去房間後明亮寬敞的空間，搭配硃砂紅以及米色溫暖配色，簡單不失質感。 6.床很好睡，軟硬適中。 7.浴缸很大。 整體入住感覺很好。早餐好吃。,5.0,5.0,5.0,5,台北君悅酒店,Google
2023-11-21,活動會場廣敞,,5.0,5.0,5,台北君悅酒店,Google
2023-11-27,喜歡這邊的明太子麵包,,,,5,兄弟大飯店,Google
2023-11-26,大多數的親戚都在北部了，只能演一天的快閃台北聚餐活動，雖然疲倦😩，但ㄧ切都值得啦⋯⋯,5.0,5.0,5.0,5,兄弟大飯店,Google
2023-11-24,離松山機場很近！ 便捷的出行方式包括巴士站、地鐵和其他火車以及 U-bike。 飯店雖然老了，但是內部和設施都更新了，更舒適。有很多會說日語的工作人員，所以沒有問題。 一樓的麵包店也很好吃，已經買過很多次了。 我已經在這裡住過十多次了。,5.0,5.0,5.0,5,兄弟大飯店,Google
2023-11-27,飯店人員很有禮貌，服務也很棒！他們的問候感覺非常真誠，不僅僅是口頭上的。在美國從來沒有這樣的服務感覺。,5.0,5.0,5.0,5,台北寒舍喜來登大飯店,Google
2023-11-26,地點好，交通方便。,5.0,5.0,5.0,5,台北寒舍喜來登大飯店,Google
2023-11-26,停車非常不方便…,,,,3,台北寒舍喜來登大飯店,Google
2023-11-25,好的,4.0,4.0,5.0,4,台北寒舍喜來登大飯店,Google
2023-11-24,還不錯，就是乾乾淨淨的！毛巾厚厚的我喜歡！,5.0,5.0,5.0,5,台北寒舍喜來登大飯店,Google
2023-11-23,在台北喜來登大酒店度過了愉快的體驗。工作人員是世界一流的，房間很漂亮。附近的交通非常便利，步行 10 至 15 分鐘內就有不錯的餐廳。這次體驗非常安靜，酒店內部很大，非常令人印象深刻。喜歡花崗岩浴室。我唯一要說的是早餐不值得。否則很棒的大飯店。,5.0,5.0,5.0,5,台北寒舍喜來登大飯店,Google
2023-11-23,十二廚餐點種類繁多，但普遍偏鹹，甜點，日式生魚片好吃，服務親切，交通方便，有機會還會再去品嚐,,5.0,5.0,5,台北寒舍喜來登大飯店,Google
2023-11-22,辰園食物美味與份量一如既往的非常好，黃金烤鵝全鵝料理絕對是台灣第一，愛笑小白經理服務熱忱，了解客戶菜色菜量總能給上最好的建議，避免浪費或菜色重覆，飲食環境也非常好，喜歡粵菜料理，千萬别錯過,5.0,5.0,5.0,5,台北寒舍喜來登大飯店,Google
2023-11-21,★關於早餐★ 我住在那裡的時候，沒有預約系統。 有大量來自日本和中國的團體遊客。 人們6點15分左右開始排隊，6點30分開門，7點20分左右離開。 因此，如果您時間緊迫，建議您在6:30之前排隊等候。 到7點30分，隊伍已經停滯，有20組人在排隊等候。 當我在八點左右見到他時，他已經走進了斯穆特店。,4.0,4.0,4.0,4,台北寒舍喜來登大飯店,Google
2023-11-27,老字號的飯店，地點優,4.0,4.0,4.0,4,台北凱撒大飯店,Google
2023-11-26,由台北車站可以到達酒店大堂，不怕天氣惡劣，而且位於交通使利，附近亦有很多美食。 酒店本身是傳統酒店，建築物有一定使用痕跡，但保養算良好和地方整潔，而且隔音不錯。員工服務態度亦好和有效率。 可以12點退房亦是一個優點。,4.0,4.0,5.0,4,台北凱撒大飯店,Google
2023-11-25,雖然這家飯店位置非常便利，但它已經顯得有些年頭了。前台工作人員不是很友好，設施也很基本。據說他們提供星巴克咖啡，但根本不是很好。他們使用的咖啡機與任何形式的星巴克咖啡都不相同。味道很差。速溶咖啡混合效果更好。 屋頂花園只是隨意放置的室內植物的集合，那裡的「池塘」只是很久以前的影子。整體來說這家飯店2.0左右,2.0,2.0,5.0,2,台北凱撒大飯店,Google
2023-11-25,☆感覺很舊，不過已經翻新過了。 ☆就在台北車站前面，所以我覺得很方便。 (^^) 一樓左側有全家便利商店，地下一樓有7-11便利商店。 工作人員也很棒！,4.0,5.0,5.0,4,台北凱撒大飯店,Google
2023-11-24,地理位置優越。飯店有點舊了，房間還算乾淨。,4.0,4.0,5.0,5,台北凱撒大飯店,Google
2023-11-22,台北車站對面，三越旁邊，一樓還有全家便利商店，位置很好😍 淋浴水壓很大，有衛洗麗，不能把紙沖進馬桶。,5.0,5.0,5.0,4,台北凱撒大飯店,Google
2023-11-22,二樓自助餐廚藝精進甚多，菜肴更多樣且能配合季節變化，武漢肺炎後再親訪頗感驚訝進步神速，甚值推薦。,,5.0,5.0,5,台北凱撒大飯店,Google
2023-11-21,为什么酒店提供这种书本在房间里面！还一左一右的佛教书籍跟圣经！把整个房间提升了恐怖级别！本人建议如要推广宗教书籍请设立一个书柜之类的东西供客人自由索取。 那位柜台的Nancy（会日本语言的前柜女士）Booking.com不是你经营，所以你无权叫我们顾客把网页中账户名字改为真实名字 (由 Google 提供翻譯) 為什麼飯店提供這種書本在房間裡面！還一左一右的佛教書跟聖經！把整個房間提升了恐怖等級！本人建議如要推廣宗教書籍請設立書櫃之類的東西供客人自由索取。 那位櫃檯的Nancy（會日本語言的前櫃女士）Booking.com不是你經營，所以你無權叫我們顧客把網頁中帳戶名字改為真實名字,5.0,5.0,5.0,5,台北凱撒大飯店,Google
2023-11-26,我想當他們將酒店命名為“豪華”時，他們是真心實意的。這裡的一切確實都很宏偉。 我之前在新加坡的麗茲酒店和濱海灣金沙酒店都住過，我們覺得那非常好。但這個地方太頂級了。請嘗試他們的水療中心。我知道我不該拍照，但我就是忍不住。 我們嘗試了幾家現場餐廳中的兩家。可惜我們從來沒有機會嘗試Mipon。 再說一次，這裡是享受台北的好地方。,5.0,5.0,5.0,5,台北美福大飯店,Google
2023-11-25,晴山午間套餐，份量中等炒飯略微偏鹹，建議點海鮮套餐,,4.0,3.0,4,台北美福大飯店,Google
2023-11-23,一年後才發現那麼官方的回覆後，決定再少兩顆星 房間很棒，但是我們可能跟小強比較有緣 上次住台北某飯店也是遇到小強 今天去拿牛肉麵的時候，麵的前面檯子有一隻新鮮的迷你強 跟服務人員說後，馬上就用衛生紙抓走了，我知道做餐飲的，難免會有這種生物，原本不在意的 事後有一位現場主管來致意跟問房號，我還以為會有什麼小小禮物，好像也不錯，結果...就沒有結果了，那是問爽的啊！哈哈哈,5.0,1.0,2.0,2,台北美福大飯店,Google
2023-11-23,很棒的酒吧！熟練的調酒師，很棒的葡萄酒推薦，一流的服務。飯店裡的一顆隱藏的寶石。強烈推薦！,5.0,5.0,5.0,5,台北美福大飯店,Google
2023-11-22,這邊婚宴工作人員會趁機在工作期間搭訕女賓客要聯絡資訊，還一次亂槍打鳥好幾個。完全沒有職業操守⋯⋯請多加訓練== 是請來工作的還是來把妹的,4.0,1.0,4.0,1,台北美福大飯店,Google
2023-11-22,不錯的飯店！,3.0,4.0,4.0,4,台北美福大飯店,Google
2023-11-26,你們家跟7-11聯名的草燒無錫排骨超難吃 軟骨 硬的像寵物磨牙棒,1.0,1.0,1.0,1,台北遠東香格里拉,Google
2023-11-26,一家四口的家庭旅遊 服務人員親切，環境舒適，很棒的食物 下次還要來！,5.0,5.0,5.0,5,台北遠東香格里拉,Google
2023-11-26,"沒有提及「前台人員有待加強，全然不知酒店裡有其他咖啡廳酒吧可提供客人短暫休息及等待，早餐蛋餅服務人員不願意為客人做，星級酒店竟然平凡出現這種低級錯誤，房號靠近電梯早晨大聲致無法接受，所有問題當下都會說不好意思做出道歉，只是可惜並沒得到改善效果，也只有在大堂咖啡廳裡一位女服務員讓我＂當下不滿暫時得到紓解，只能說這五星級飯店連連出錯，只有及少數的工作人員得到五星級的級別，也可看出酒店裡差別待遇給會說外語的客人，讓我這位在台灣出生國外長大的台灣人感到非常不滿及不被尊重的問題存在。」的評論 The Hotel front desk staff needs to be well trained and strengthened. Staff does not know that there are other cafes and bars in the hotel that can provide guests with a short rest and waiting. The breakfast cafe egg pancake omelette service staff refuse to make anything order for the guests. (Why?) In fact, it is obvious that such a low-level mistake is made in a star-rated hotel. The room number that is close to the elevator in the morning. It was loud and unacceptable, and hotel can only and could only say sorry and apologize for all the questions. Unfortunately, there was no improvement. Only a waitress in the lobby cafe comfort me at that time. That helps me to decompress the hard drive temporarily. I can only say that this is a five-star hotel."" Continuous mistakes, only a handful of staff received a five-star rating, and it can be seen that the hotel treats foreign-speaking guests differently, which makes me, a Taiwanese who was born in Taiwan and grew up in a foreign country (USA) only because I speak Mandarin was treated differently feel very dissatisfied, dissatisfied there is a problem of being respected.""",1.0,,1.0,1,台北遠東香格里拉,Google
2023-11-26,"最後，我想再重複一次。 機場一班車，NO.1960 搭計程車1200元 搭計程車至中山地區約200元 員工也很友善 退房時間為 12:00，也可延遲退房。 附近有便利商店，早餐也很豪華。 不過，即使還在吃東西，他們也會不斷放下盤子，就像在互相競爭一樣，所以我想這就是日本人的感覺。我感到有點不安。 可能很難。 另外，我住了3天，兩個人訂了17,000元左右，但有神祕的房費，多了3,000元左右，目前正在向樂天旅遊詢問此事。 不過，我還是認為這是一次物超所值的住宿。 另外，奇怪的是，我在應用程式上註冊了會員，但積分卻沒有增加。 是不是只要在官方網站預約就無法使用？ 另外，計劃有迎賓飲料，但沒有附帶，所以協商了大概10分鐘。 會說日語的人幾乎沒有，所以這家旅館適合會一定程度英語的人。 雖然打掃的很徹底，但是餐廳不顯眼的地方的洗手間卻不是那麼乾淨。 頂樓的泳池很漂亮 這次我沒有參加任何工作室課程，但根據一周中的哪一天，我可能會進行核心訓練或尊巴舞。",5.0,4.0,4.0,4,台北遠東香格里拉,Google
2023-11-26,完美,5.0,5.0,5.0,5,台北遠東香格里拉,Google
2023-11-25,雞湯味道很好。,3.0,3.0,3.0,3,台北遠東香格里拉,Google
2023-11-25,聖誕節快到了，還有一棵漂亮的樹。 台灣最好的酒店之一,5.0,5.0,5.0,5,台北遠東香格里拉,Google
2023-11-22,讚！ 麵包便宜又好吃！,5.0,5.0,5.0,5,台北遠東香格里拉,Google
