review_date,review_text,review_rate,review_hotel,review_source,expectation
2023-10-27,真的是非常的澎湃 餐食也非常多可以選擇 但是曾幾何時，吃到飽價格已經是高貴到不行，真的不是平凡人常常吃的了的,4,台北晶華酒店,Google,4.0
2023-10-27,萬聖節快樂,5,台北晶華酒店,Google,4.0
2023-10-27,萬聖快樂糖果車,5,台北晶華酒店,Google,4.0
2023-10-27,萬聖節快樂🎉,5,台北晶華酒店,Google,4.0
2023-10-27,萬聖節,5,台北晶華酒店,Google,4.0
2023-10-27,萬聖節快樂,5,台北晶華酒店,Google,4.0
2023-10-27,台北老字號五星飯店，交通方便，餐點好吃，除宴會及自助餐廳外，特別推薦店內各家餐廳，值得嘗試。地下二樓的初魚，是品嚐握壽司等和食的好地方。,5,台北晶華酒店,Google,4.0
2023-10-26,這很好,5,台北晶華酒店,Google,4.0
2023-10-26,我致電兩次，想進行申訴 完全置之不理 這是五星級飯店嗎？,1,台北晶華酒店,Google,4.0
2023-10-26,房價好貴,1,台北晶華酒店,Google,4.0
2023-10-26,舒適本身。,5,台北晶華酒店,Google,4.0
2023-10-25,說到日本的飯店，就離帝國飯店很近，地點也很棒。由於人少，服務有所下降，但也在可以接受的範圍內。桑拿和早餐都很棒。,5,台北晶華酒店,Google,4.0
2023-10-25,老牌五星，房間面積很大，房門是使用傳統鑰匙，整體氛圍濃濃懷舊感。有提供汽車停車位，但無機車停車格，對喜歡騎機車旅行的人，在這裡找停車位有點麻煩。餐飲與頂樓星空電影院是亮點。 優惠方案第二次入住，因優惠人潮多，有提供延遲入住延遲退房的選擇，早餐也有限時一小時，但使用餐人流不會過於擁擠，這次入住雖有一些限制，但整體感覺都很好，唯一可惜是房間電影播放還是採收費制。 想試試沐蘭SPA再次入住，選擇行政樓層房間，客廳與起居室用電視牆區隔，浴室則與穿衣間結合，面積寬廣住起來很舒適。選擇行政樓層另一原因，是可使用19樓的大班廊，Happy Hour 的調酒 夢東方，茶香暗含，很值得一試~,4,台北晶華酒店,Google,4.0
2023-10-25,設備偏舊，房間隔音很差，怕吵不要來，很糟,1,台北晶華酒店,Google,4.0
2023-10-25,除接待員外，工作人員都很友善。接待處似乎人手不足而且不夠專心。,4,台北晶華酒店,Google,4.0
2023-10-25,房間很大很漂亮，設施跟服務也都一級棒沒話說👍下午茶也非常可以，如果正餐吃不了這麼多的話，下午茶是個cp值很高的選擇,5,台北晶華酒店,Google,4.0
2023-10-25,黑色大器的格局，然對細節的指引欠缺，會讓入客迷惑、驚慌，待改進。,4,台北晶華酒店,Google,4.0
2023-10-24,偉大的,5,台北晶華酒店,Google,4.0
2023-10-24,🔅實際住宿日期：2023/07/21一晚 *照片未經允許請勿轉載&商業使用 ▪️豪華客房 45㎡ 💰訂房網站訂房 $6000多 早餐：栢麗廳自早餐 $880+10% /客 有些圖是 雲天露臺家庭房 65㎡ （價格不知，是其他家人的房間） 第一次入住晶華，是因為剛好隔天要來參加親戚的家聚，因為有點久沒住飯店了，外加也不是我付錢（？）就簡單介紹就好。 終於住到金鑰匙🔑整體來說就是蠻舒服簡單的，不會到超級華麗但也不會很單調，很喜歡有一點點沙發區空間的房型，還有一小區辦公區，廁所意外的很寬敞，杯具很美！（奇妙的細節哈哈）備品們就是正常（發現沒拍到）沐浴乳洗髮精為了環保已改為大瓶的。 補充一下剛入大廳可能因為剛好遇到入住巔峰時期，左右邊的櫃檯完全不知道要排哪個才對，可能我看起來很像不知道跟著誰哪團的所以沒有被指引到，排了（等了）20分鐘左右才有人指引我到正確的排隊位置。可能因為心情很好所以也沒覺得怎樣，不過確實一開始排隊動線很亂。 聽說他們家行政酒廊不錯，但目前沒什麼涉略，以上供參考。,5,台北晶華酒店,Google,4.0
2023-10-24,全台灣最令人失望的星級飯店 深夜無故停電，甚至有其他人被困在漆黑的電梯裡，完全沒有任何一名飯店人員出面，要不是呼救聲被其他房的人聽到，連求救都有困難，房間內提供的緊急手電筒用不到三分鐘就沒電，緊急照明五分鐘不到也沒了。更誇張的是復電以後沒有得到任何解釋、沒有任何補償。查過新聞才發現原來跳電早已不是難得的事 回到飯店本身，入住雙人豪華房，雙人床竟然是兩張單人床合併在一起偽裝而成的...超級傻眼。被子非常薄，但房內沒有其他任何備用被，我還以為在隔壁馬偕住院。 電視收訊狀況非常糟...每五秒就會頓一下，而且電視台的選擇非常少，畫面還不太穩定，常常會跳來跳去的。不過這些問題都不是問題，因為跳電復電以後就打不開了。 浴室雖大但不太乾淨，鏡子跟玻璃上甚至都還有明顯的抹布痕跡；馬桶設計非常奇怪，免治馬桶似乎跟馬桶本身形狀不合，導致打開馬桶蓋角度沒喬好就會自己蓋起來= =廁所裡面沒有垃圾桶，女性衛生用品要丟在大廳櫃檯嗎？馬桶沖水力道跟整個住房體驗一樣，爛到不行。 最後講餐點，從頭到尾感受到被差別待遇的用餐體驗，餐點漏做要等兩個小時，真的餓到生氣。拿回房才發現沒有提供餐具，點壽司沒提供筷子跟山葵。 總結來說，第一次來晶華你會發現原來不是花錢就可以解決問題，還會有人找很多問題給你。整間飯店漏東漏西，一點都感受不到任何用心想要做好、貼心為顧客著想的地方，不要說是五星級飯店了，說自己是台北的星級飯店都是在丟台灣的臉，不過以晶華的程度，大概只丟得起中山北路的臉。,2,台北晶華酒店,Google,4.0
2023-10-24,優點:交通方便，離捷運站跟商圈都很近，要逛街找餐廳都不難。房間蠻大的隔音也算不錯，整體整潔度維持的不錯。早餐豐盛度還不錯，有中上程度。電梯有天然鳥鳴聲，還算蠻有特色的。 缺點:使用鑰匙開門實在不太方便，走廊偏暗的狀況下很不容易開門。進出浴室的坎太高，沒有戴眼鏡的話容易不小心踢到而受傷。早餐餐廳的桌子有些沒有固定，外力一大就會移動有點危險，餐廳的沙發有些也有破損需要修整。窗簾應該採用電動方式，不然實在不容易拉起。,4,台北晶華酒店,Google,4.0
2023-10-29,五星級的服務👍 房間很舒適，早餐也很美味，用餐氣氛佳,5,亞都麗緻大飯店,Google,4.8
,果然五星級飯店 餐點好 服務也非常好 很棒的體驗,5,台北福華大飯店,Google,4.6
2023-10-30,台北老飯店，服務多年來仍一流。,5,台北福華大飯店,Google,4.6
2023-10-30,珍珠坊的菜色很好吃，有很多類型選擇，曾經理的服務很周到！很喜歡用餐環境！,5,台北福華大飯店,Google,4.6
2023-10-30,珍珠坊 好吃 曾經理跟服務生服務態度都很好 東西也好吃😋,5,台北福華大飯店,Google,4.6
2023-10-30,今日在珍珠坊用餐燒賣鳳爪拼盤 都超乎水準的好吃 黃瑩真很熱忱的加茶水 曾經理推薦的點心 跟菜家人都吃的很開心 謝謝妳們的服務,5,台北福華大飯店,Google,4.6
2023-10-29,珍珠坊的港點吃到飽，非常好吃， 服務人員~曾淑英 孔玉梅 張佩雲 很親切，非常用心！,5,台北福華大飯店,Google,4.6
2023-10-29,來參加友人婚宴，福華就是不會讓人失望，餐飲可口，服務親切。,5,台北福華大飯店,Google,4.6
2023-10-29,珍珠坊聚餐 食物好吃 環境不錯，服務很好，上餐很快 服務人員曾淑英👍,5,台北福華大飯店,Google,4.6
2023-10-29,家族聚餐來珍珠坊用餐 服務很好，上餐快速 服務人員曾淑英👍,5,台北福華大飯店,Google,4.6
2023-10-29,珍珠坊服務很好，上餐快速 服務人員孔玉梅👍,5,台北福華大飯店,Google,4.6
2023-10-29,房間很乾淨，浴室很漂亮，但我們可以看到庭院/酒店內部的景色。 13樓有地毯，也有沒有地毯的樓層，我覺得比較舒服。早餐在四樓和一樓。我比較喜歡有風景的四樓。整體來說是不錯的飯店。 位置在mrt的中間，那麼你應該步行10-15分鐘才能到達火車（包括紅綠燈等待時間）,5,台北福華大飯店,Google,4.6
2023-10-29,幾週前，我在台北，住在福華酒店。飯店及其服務非常出色：從預訂、入住、退房等一切事宜。特別感謝 Eric C. 的熱情好客！,5,台北福華大飯店,Google,4.6
2023-10-28,"在飯店的三樓，有一家非常好的餐廳：長江，那裡的食物很棒，而且服務也很好，包括經理、經理助理和所有的服務員都訓練有素，對客人非常友好。顧客,,我以前在那裡吃過午餐,",5,台北福華大飯店,Google,4.6
2023-10-28,今天在江南春用餐遇到林經理，曲副理，于副理，及林俊甫，陳家萱，許鈞威等，接待都很誠懇親切，點餐很細心體貼，服務品質非常好👍，另外劉主廚對餐飲烹調控管亦很用心。,5,台北福華大飯店,Google,4.6
2023-10-28,吃1樓彩虹座的午餐buffet，剛巧碰上萬聖節🎃，熱食甜點等食物及座位周圍都有很多Halloween 裝扮很有趣，男服務生戴著插著刀的髪窟送餐，小孩子看到了都很興奮😂 現場還有現剖鮪魚秀表演，孩子們都不怕看整場！現切鮪魚生魚片新鮮好吃，整體感受很好！,5,台北福華大飯店,Google,4.6
2023-10-28,今天來珍珠坊用餐，孔小姐點菜配的很好，張小姐服務態度很好，吳先生換盤很勤勞。,5,台北福華大飯店,Google,4.6
2023-10-28,珍珠坊 孔小姐 推薦的菜很好吃 ，陳小姐服務態度親切 ，趙小姐結帳速度快 ，服務親切,5,台北福華大飯店,Google,4.6
2023-10-26,餐點服務都很好 一鴨六吃味道到很棒 份量也很夠,5,台北福華大飯店,Google,4.6
2023-10-26,江南春果然好吃，曲淑雯經理熱情招呼倍感溫馨,5,台北福華大飯店,Google,4.6
2023-10-26,很方便，買什麼都有的hotel!,5,台北福華大飯店,Google,4.6
2023-10-26,珍珠坊點心很好吃 曾經理、吳富晹、黃瀅真、張佩雲及出納趙姵怡服務親切,5,台北福華大飯店,Google,4.6
2023-10-26,很棒的飯店！友好而樂於助人的工作人員，令人難以置信的乾淨和美麗的花卉展示。我吃過的最令人難以置信的早餐體驗！游泳池也很可愛。特別感謝理查和溫妮。,5,台北福華大飯店,Google,4.6
2023-10-26,今天晚上謝謝台北福華飯店三樓江南春餐廳的服務人員曲淑雯、于亞蕾、趙姵怡、林俊甫、王姵晴、黃婕安、陳熙傑、孫翊棋的貼心、細膩的服務。 2023/10/23，20:08。,5,台北福華大飯店,Google,4.6
2023-10-26,總的來說，這是一家不錯的酒店，服務周到，食物選擇豐富，雖然看起來確實有點舊。不幸的是，我們的房間靠近大型通風系統，所以我們只能戴著耳塞睡覺。,4,台北福華大飯店,Google,4.6
2023-10-25,我是在彩虹廳用餐，感覺廚師很熱心，餐點好吃，尤其是甜點，好看又好吃,4,台北福華大飯店,Google,4.6
2023-10-25,非常漂亮、豪華、方便移動 (25.10.2023),4,台北福華大飯店,Google,4.6
2023-10-25,曲副理 林俊甫領班 老飯店的老味道 記憶中的好味道,5,台北福華大飯店,Google,4.6
2023-10-25,台北福華飯店 吳秀美、林筱雯，服務態度非常滿意，會持續光顧,5,台北福華大飯店,Google,4.6
2023-10-25,林筱雯 吳秀美，服務親切，家人都很滿意,5,台北福華大飯店,Google,4.6
2023-10-25,今天到福華江南村用餐，每次返國、父親一定帶我們全家來這裡吃飯，上次來雖然是4年前，料理以前一樣好吃，服務更是一流，thanks to 曲淑雯副理 for her exceptional services,5,台北福華大飯店,Google,4.6
2023-10-25,酒店擁有該有的一切。它是巨大的。早餐很豐富。我不喜歡面向中庭的房間。,4,台北福華大飯店,Google,4.6
2023-10-25,今天中午跟朋友一起到珍珠坊聚餐，第一次來印象很好，服務人員人很好，環境也不錯，下次想帶家人來吃飯！,5,台北福華大飯店,Google,4.6
2023-10-25,今天帶爸媽去珍珠坊吃港式飲茶，環境非常好，服務人員也都很和善，家人也很喜歡所有的菜餐點！謝謝所有的服務人員，期待下次再去用餐！,5,台北福華大飯店,Google,4.6
2023-10-25,昨天晚上和家人去二樓珍珠坊吃晚餐，餐廳用餐環境很舒適，上餐速度很快，餐點也都很好吃，服務人員陳巧珊和現場值班的曾經理，服務態度都很好很親切👍,5,台北福華大飯店,Google,4.6
2023-10-24,基本上可以的,4,台北福華大飯店,Google,4.6
2023-10-30,台北 W 酒店在設計、房間、設施、清潔度和整體氛圍方面名副其實。位置還可以，但在商業區，但我不介意。 我發現這裡的工作人員還是缺乏許多服務意識。我總是能聽到房間外面很大的敲門聲，一開始我一直以為是其他客人，但有 3-4 個人。有一次我出去檢查時，我可以看到清潔工大聲地敲打房間的門，然後拖著他們的推車，把推車推到牆上，發出砰砰的聲音，然後大聲地拖著吸塵器在走廊裡走來走去。我可以聽到房間外不斷傳來敲擊聲和踩踏聲。 **但最糟糕的是泳池工作人員！ 2個胖胖的中國小伙子。他們非常粗魯！我一直很喜歡去 W 酒店的濕甲板，因為工作人員非常友好。在台北 W 飯店，他們根本不費心去迎接客人，也不提供任何東西。當我要求他們設置一張躺椅時，因為它被覆蓋了，他們用一種非常粗魯的眼神和不受歡迎的眼神看著我，並給出了好的“點頭”，我認為這根本不是正確的客戶服務！很有趣，因為台灣服務人員超級友善！我從來沒有遇過這種經歷，就像我向他們要錢一樣。難怪泳池不忙而且沒有 W 氛圍，因為這 2 名員工。我認為酒店應該盡快解決這個問題。我對泳池工作人員最失望，其他的我可以忍受！,2,台北W飯店,Google,4.6
2023-10-27,電話平均要打4-5次才打的通,2,台北W飯店,Google,4.6
2023-10-26,當我去台北時我一定會去那裡。,5,台北W飯店,Google,4.6
2023-10-26,位置好。早餐選擇很棒。,4,台北W飯店,Google,4.6
2023-10-26,我在台北這家知名飯店單獨預訂了兩晚。在我第二次入住期間，我遇到了意想不到的服務問題。我兩次入住都預訂了兩個房間，在辦理入住時，我被告知房間位於不同樓層。為了讓他們住在同一層樓，我被告知要支付兩個房間的房費。令我驚訝的是，我被告知要讓兩個房間位於同一樓層的唯一方法是為每個房間支付額外費用。令我困惑的是，原來分配的房間之一已經在同一樓層，工作人員沒有就這一差異給我明確的解釋。後來，我得知該房間已免費升級，並且要求入住同一樓層的房間，現在需要額外付費，儘管這一點沒有充分傳達給我。 此外，由於鄰居吵鬧，我的房間在晚上 10 點受到噪音幹擾，我向前台報告了此事，但沒有得到解決。第二天早上6點，同樣的問題再次出現。總的來說，我在 W 酒店的經歷並沒有達到我的預期，我認為此類問題應該得到更有效的處理。,2,台北W飯店,Google,4.6
2023-10-29,台灣排名第一的凱悅酒店。優越的地理位置，您可以享受絕佳的體驗。一流的無可挑剔的服務。強烈推薦在台北住宿。,5,台北君悅酒店,Google,4.4
2023-10-29,非常愉快的住宿和難忘的體驗。房間可以看到台北101大樓，服務熱情，房間漂亮。強烈推薦😊床超級舒服，游泳水療中心、游泳池和健身房也很漂亮。 感謝 Retina bisous bisous 提供的美酒與房間,5,台北君悅酒店,Google,4.4
2023-10-27,"每晚 14,000 元，在台北君悅酒店再次享受美好住宿…如果不下雨的話，這是新年倒數計時的最佳位置。但你必須到外面去，因為窗戶很毛邊而且很髒。他們的服務很周到，設施也很不錯。房間佈置精美，維護得很好。酒店內有多個不同的餐飲場所。水療中心、健身房和游泳池設施齊全，非常方便",5,台北君悅酒店,Google,4.4
2023-10-27,如此出色的豪華酒店，價格合理。所有的工作人員都非常友善和樂於助人。自助早餐和晚餐小吃都很棒！,5,台北君悅酒店,Google,4.4
2023-10-26,服務很棒,5,台北君悅酒店,Google,4.4
2023-10-26,舒適的演講會場,4,台北君悅酒店,Google,4.4
2023-10-26,". 君悅, 久違了。大堂兩件""符咒""藝術品, 換成老外帥哥站崗, 凜凜鎮宅之姿。 中央水池之後,增加了兩組座位區,更體貼過往旅人。 我暫時寄存三件頗重背包, 前枱人員親切服務, 我得以輕鬆迎賓。10/24 '23",4,台北君悅酒店,Google,4.4
2023-10-26,如果要百貨逛到腳斷掉的這邊真的很可以，天橋直接連結101不用淋雨就可直達！,5,台北君悅酒店,Google,4.4
2023-10-24,服務、餐點、景緻都很優美，無愧它五星等級,5,台北君悅酒店,Google,4.4
2023-10-24,很好的服務,5,台北君悅酒店,Google,4.4
2023-10-30,很好吃，片鴨，醉雞必點，極難停車，不接受訂位但不會等太久，很吵。,5,兄弟大飯店,Google,4.6
2023-10-29,兄弟飯店是問40幾年的老飯店，服務生接待親切，內部的餐廳，用餐空閒很大，服務的品質也很好，交通也非非常便利，是間值得一再光臨的飯店•,5,兄弟大飯店,Google,4.6
2023-10-29,房間整潔乾淨，唯獨樓上薔薇聽早餐時間有點緊迫！,4,兄弟大飯店,Google,4.6
2023-10-28,朋友約在這，真的佩服這老牌的兄弟飯店，生意好，客人絡繹不絕，2F從小吃到大的地瓜稀飯，台菜，味道這麼多年都沒有變，吃回憶大推！,5,兄弟大飯店,Google,4.6
2023-10-28,餐點不錯，經濟實惠,4,兄弟大飯店,Google,4.6
2023-10-27,在餐廳與好夥伴共進午餐。非常好的中國傳統食品。擁擠但服務很好,5,兄弟大飯店,Google,4.6
2023-10-27,吃茶而己 (由 Google 提供翻譯) 喫茶而己,4,兄弟大飯店,Google,4.6
2023-10-25,🤎🧶🌿飯店業的資深領航者。 ✅️地點交通：方便的旅店，到站即到飯店。 🐾🚇捷運站：(南京復興站)步行僅1 分鐘. 📍一樓鄰居緊鄰 屈臣氏藥妝應有盡有。 ✅️兄弟大飯店（英語：Brother Hotel），是臺灣臺北市的一家四星級（原五星級）觀光飯店，位於松山區南京東路，緊鄰臺北捷運南京復興站。1979年9月13日創立，由洪騰勝、洪騰榮、洪瑞麟、洪瑞河、洪杰等五兄弟合資經營。早年以接待日本籍客人為主，餐廳以臺菜及港式飲茶知名[1]。曾創建兄弟飯店棒球隊與中華職棒兄弟象隊。 （摘錄 維基百科） ✅️交通：🚇 兄弟大飯店距離捷運南京復興站步行僅需1 分鐘，距離台北小巨蛋步行則只需2 分鐘。飯店內提供了7 家餐廳、免費停車場和免費無線網路。,5,兄弟大飯店,Google,4.6
2023-10-24,好吃且食物很燙又即時，希望港式飲料有凍檸茶，昨天點他們說沒賣～,5,兄弟大飯店,Google,4.6
2023-10-29,位於台北市，長期以來深受當地人喜愛的飯店。自助晚餐似乎特別受歡迎，所以如果您想在飯店吃晚餐，請小心。個人比較推薦逛夜市。喔對了，自助早餐有歐陸式的，也有當地的菜餚，所以我覺得飯店的食物還是不錯的！,4,台北寒舍喜來登大飯店,Google,3.8
2023-10-29,附設的三溫暖，設備乾淨完善，也為飯店加分！但很可惜的採用會員制卻造就了一群自以為是的會員，倚老賣老自以為是，尤其是女子三溫暖，竟然要求一定不行裸身在休息區（一定要穿浴袍），也不能站著沖洗（只要互相尊重以不噴到為原則嗎？）。 如果這種要求在國際大飯店出現，而且由國際賓客傳出，只怕貽笑大方！,3,台北寒舍喜來登大飯店,Google,3.8
2023-10-28,下午茶不錯，空間寬敞，桌邊服務很好。,5,台北寒舍喜來登大飯店,Google,3.8
2023-10-28,從以前的來來，到現在的喜來登，算是老牌的餐廳了，用餐環境不錯，交通便利，近捷運善導寺站，菜色也不錯,4,台北寒舍喜來登大飯店,Google,3.8
2023-10-27,這個月我第二次來入住、櫃檯服務人員態度超差，怎麼反差這麼大,5,台北寒舍喜來登大飯店,Google,3.8
2023-10-27,第一次來這裡，對位置印像很深刻。搭乘地鐵去任何地方都非常方便。住宿條件和服務都非常好。有點但失望的是，這裡的禮賓部提供了關於 Sigh 看巴士集合點的錯誤信息，而且沒有更新！不過一切都很棒。,5,台北寒舍喜來登大飯店,Google,3.8
2023-10-25,從前台到休息室的服務都很棒。,5,台北寒舍喜來登大飯店,Google,3.8
2023-10-24,隔音很不ok.電梯聲叫了一整晚不太能睡覺！ 設備有點老舊！ 不推,1,台北寒舍喜來登大飯店,Google,3.8
2023-10-24,整體來說是很好的體驗 服務態度專業 態度親切 友善。 在市中心位置一級棒 旁邊就是捷運 離台車近走路約10分鐘 附近有麥當勞 阜杭豆漿 星巴克 全聯 7-11 全家超商 台式傳統早餐店 美而美。 華山文創園區走路也不用10分鐘 逛完華山隔壁就是冠軍咖啡🏆 興波 不論是冰滴 手沖 拿鐵一定會讓你妳覺得真的跟一般喝起來的咖啡不一樣 更香醇濃郁！ 華山隔一條街 就到有台北秋葉原的3C商場 光華商場與三創數位新天地 這裡找不到的東西 大概台灣就沒有地方有了。 離學校近環境單純 周圍又有監察 立法院 行政院 相對是安全的區域。,5,台北寒舍喜來登大飯店,Google,3.8
2023-10-24,我出差時在這裡住了 3 個晚上。晚上，俱樂部酒廊需要預約，每組有50分鐘的限制，但有7到8種熱菜可供選擇，所以我認為這是一個吃便餐的好地方。還有一個帶桑拿浴室的大浴場，您可以在那裡放鬆身心。,5,台北寒舍喜來登大飯店,Google,3.8
2023-10-24,好老的喜來登酒店。游泳池很小，電視系統過時，但就價格和黃金地段而言還不錯,4,台北寒舍喜來登大飯店,Google,3.8
