review_date,review_text,amenities_score,service_score,location_score,overall_rate,review_hotel,review_source,expectation
2023-11-19,好貴的自助餐,,5.0,5.0,3,台北晶華酒店,Google,3.8
2023-11-19,假日停車場都滿的很難停車。 牛排館的味道有水準。,,5.0,5.0,5,台北晶華酒店,Google,3.8
2023-11-19,我們超喜歡這裡的兒童室！小孩很愛，然後每次都會來。這次手作也超級棒，是可愛的花環。還有可愛的姊姊在旁邊陪伴，小朋友最喜歡的空間。,5.0,5.0,5.0,5,台北晶華酒店,Google,3.8
2023-11-18,👍👍👍,5.0,5.0,5.0,5,台北晶華酒店,Google,3.8
2023-11-18,房間蠻乾淨的，隔音問題把第二個門關起來其實就不太會聽到門外的聲音，只是早餐有退步的跡象,5.0,4.0,5.0,5,台北晶華酒店,Google,3.8
2023-11-18,乾淨的內裝已經磨損很久了。 因為是台灣市中心，所以有可愛的城市景觀，附近有很多交通路線，還有夜市、當地餐廳以及附近的公園和百貨公司。 尤其是早餐，什麼都不缺，乾淨又美味。,4.0,4.0,4.0,4,台北晶華酒店,Google,3.8
2023-11-16,房間寬敞舒適，酒店服務人員都很棒。酒店附近非常熱鬧，做什麼都很方便。,5.0,5.0,5.0,5,台北晶華酒店,Google,3.8
2023-11-16,可惜位置離車站有點遠，但有公車所以還好。 看起來像是一家老酒店，但似乎維護得很好。 房間很大，房間條件也不錯。 我不能使用游泳池，因為天氣很冷。 健身房旁邊有三溫暖房，飯店住客免費使用。 一定要使用它 一天的疲憊一掃而光 早餐豐盛可口。 哦，還是不要因為堤壩抱有太高的期望吧。,4.0,5.0,4.0,5,台北晶華酒店,Google,3.8
2023-11-16,外場服務員態度極差,1.0,1.0,1.0,1,台北晶華酒店,Google,3.8
2023-11-16,房間大頂樓有戶外游泳池加電影 早餐選擇多,5.0,5.0,5.0,5,台北晶華酒店,Google,3.8
2023-11-16,若有零顆星，這家當之無愧，服務態度極糟，停車標示不明顯，車道設計有問題。,1.0,1.0,1.0,1,台北晶華酒店,Google,3.8
2023-11-15,服務非常不好，一直被工作人員催促，完全不像一個高級酒店會有態度和素質。,1.0,1.0,1.0,1,台北晶華酒店,Google,3.8
2023-11-15,房間寬敞乾淨，這一點很好。,5.0,5.0,5.0,5,台北晶華酒店,Google,3.8
2023-11-15,很棒的酒店,,,,4,台北晶華酒店,Google,3.8
2023-11-15,自助餐餐點豐富美味,,5.0,5.0,5,台北晶華酒店,Google,3.8
2023-11-19,非常好的飯店，值得5顆星。舒適的房間，漂亮的大廳和友善的工作人員。我肯定會再去那裡住。,5.0,5.0,5.0,5,亞都麗緻大飯店,Google,3.0
2023-11-20,姑姑過世的那陣子，因為有福華的協助，幫上很多忙，雖然蒐集一堆名片，但根本沒空寫，反正就是10/5-10/12見過楊小姐的所有工作人員，值班經理陳小姐、楊先生特別辛苦了，還有一樓幫忙大小事的部門，還有一樓自助餐是我們家以前的回憶，讓奶奶開開心心不用去承受親人過世的悲傷。所以！福華老闆對員工好一點啦！！！！,5.0,5.0,5.0,5,台北福華大飯店,Google,5.0
2023-11-19,11/19因活動辦理團體入住，團體的側門出入口就是吸煙區，搞得整個出入口烏煙瘴氣，偏偏廁所也在那個入口，設置很糟糕！ 然後到各個樓層協助送行李，也是在不同角落有煙味飄散出來；在3樓金龍廳外接待貴賓，依然聞到濃厚的煙味，到底一個飯店可以多糟糕，對於不抽煙者，隨時隨地、任何角落都會有煙味，簡直是糟糕透頂，待在飯店將近一天，狂聞到煙味頭都要痛死了！ 團體進入時，連個飯店服務員都沒有，請服務員來協助行李推入大廳事宜，竟然是說我們行李太多？這跟業務約定好的協助運送行李服務不相同，服務落差太大。 但是checkin櫃檯的每位服務員都非常親切有禮，且每位都能快速協助各項事宜，尤其今日下午服務的當班男生（很抱歉沒記得您的名字，但您的制服顏色領子是紅色，而非黑色，與其他人不相同），很謝謝每一次您的協助，給予我們非常大的幫助，也非常讚許櫃檯服務的每一位，專業、親切、周全的服務，謝謝大家的協助。 另相關接洽的業務人員則是負分，約定好的事項都沒有正確交代外場服務人員及事前安排，都是我方人員自己找現場服務人員幫忙才陸續到位，簡直是不用心到極點。我們是一次在貴飯店花費將近70萬，而非7萬的團體，好歹答應的事情都要事前排定，團體的現場報到櫃檯，還是三催四請才找到人幫忙架設！,1.0,3.0,1.0,1,台北福華大飯店,Google,5.0
2023-11-19,在得知我們有小孩同行後，飯店方很貼心的準備嬰兒床以及小朋友的澡盆，並且給我們更充裕的時間退房。,4.0,5.0,5.0,4,台北福華大飯店,Google,5.0
2023-11-19,台北停車不易，有停車場供住戶使用很方便。 但無論是chech-in時或是早餐用餐時，都感受得到服務人員不太像五星級水準，都有一副懶得跟客人多說兩句的感覺。 房間乾淨，但是面向中庭的窗戶窗簾居然只有薄紗那層可以拉起來，但遮蔽效果很低，都可以透過中庭看到正對面的房客在房間裡走來走去(對方也有拉薄紗窗簾)，覺得很沒有隱私。 早餐美味豐盛，且補菜速度很快，替此次住宿體驗加分不少。 此次行程太滿未能使用到健身房、三溫暖、泳池等設施很可惜，留待下次光臨時使用。,4.0,4.0,5.0,4,台北福華大飯店,Google,5.0
2023-11-19,傑森和亨利非常熱心地幫忙找手機,5.0,5.0,5.0,5,台北福華大飯店,Google,5.0
2023-11-19,Daniel和Henry很熱心幫我們叫計程車,5.0,5.0,5.0,5,台北福華大飯店,Google,5.0
2023-11-19,Henry和Jeff服務非常好，幫忙秤重和打包行李,5.0,5.0,5.0,5,台北福華大飯店,Google,5.0
2023-11-19,好吃服務好,5.0,5.0,5.0,5,台北福華大飯店,Google,5.0
2023-11-19,經歷歲月洗禮，仍然有濃冽貴族飯店的色彩,4.0,4.0,4.0,4,台北福華大飯店,Google,5.0
2023-11-18,接待處像菜市場，房間老舊，煮熱水壺髒不敢用，請服務人員幫忙裝熱水（裡面有熱飲機），她要我到一樓去請服務人員幫忙裝，服務態度有待加強。,1.0,1.0,3.0,1,台北福華大飯店,Google,5.0
2023-11-15,優點 1.交通方便，住宿有提供免費停車 2.住宿提供早餐菜色豐富 3.房間還算乾淨，床好睡 4.廁所有免治馬桶 5.洗澡水壓很大，洗起來很爽 缺點 1.浴室門有縫隙，洗澡時水會濺出去很多。 其他 1.小失望的點是住了3次，配到的房間1次比1次小間。,5.0,5.0,5.0,5,台北福華大飯店,Google,5.0
2023-11-14,2023年的霍華德廣場飯店，老舊、陳舊、破舊，名聲在外。它最大的優點是食物，提供豐盛的自助早餐，數量和品質都很好。但服務品質參差不齊； 4 樓自助早餐的一名工作人員喜歡進行動力旅行，讓您感覺非常不受歡迎，儘管其他大多數工作人員都很樂於助人。位置也不錯；步行即可到達 3 條地鐵線，並可通往各種額外的巴士路線。 三十多年前，我的父母在霍華德廣場飯店結婚。客房中仍在使用的家具可能早於他們的婚禮。淋浴水富含礦物質，淋浴後感覺不太乾淨。房間門的鉸鏈太鬆了，關門比打開門需要更多的力氣，而且它會讓你感到難以置信的不安全，甚至把你的物品留在房間裡。 我會在這裡用餐嗎？絕對地。我會選擇再次留在這裡嗎？沒有。,2.0,3.0,4.0,2,台北福華大飯店,Google,5.0
2023-11-14,自助餐很好，我是生魚片富翁,5.0,5.0,5.0,5,台北福華大飯店,Google,5.0
2023-11-14,door man 黃邦強的服務非常貼心 謝謝,,5.0,5.0,5,台北福華大飯店,Google,5.0
2023-11-14,黃約翰做得很好！,,,,5,台北福華大飯店,Google,5.0
2023-11-14,如果您打算遊覽台北，這是一個不錯的住宿地點！大安區是一切都在這裡的區域！霍華德酒店位於最好的地區之一的中心位置，距離地鐵站僅幾分鐘步行路程，擁有完美的位置、優質的服務以及我們連續第二年回到這裡的最難忘的自助早餐！每次！這裡的每一位員工（包括 John Huang 和一樓的女士先生）都提供五星級服務。這裡的服務讓我想起了提供無與倫比的熱情服務的老式標準。強烈推薦！,5.0,5.0,5.0,5,台北福華大飯店,Google,5.0
2023-11-20,禮賓部是個非常優秀的人。好建議。她讓我做了很多保留。 非常感謝，謝謝。,4.0,5.0,4.0,5,台北W飯店,Google,5.0
2023-11-19,Woo bar很舒服,,,,5,台北W飯店,Google,5.0
2023-11-18,這家 W 飯店位於台灣市政廳附近，也毗鄰高端商店（Van Cleef、Hermes 等），可方便前往地鐵線。工作人員非常專業，說英語通常不是問題。 這是一棟高層建築，大部分房間都遠離交通噪音，並享有城市的美景。房間寬敞，設計現代，有辦公桌空間、迷你冰箱、浴缸、淋浴和非常舒適的床。廁所是日式的，有自動蓋、加熱座圈和內置坐浴盆功能。 您必須爬兩部電梯才能到達房間。底層電梯僅通往大廳和部分餐廳所在的10樓，然後通過另一個區域到達更高樓層。並不是那麼不尋常，但增加了一點額外的時間。 我的早餐是包含在房價內的，是在 31 樓的餐廳享用的。景色很棒，自助餐分散在整個空間裡——所以要探索一下，因為水果、煎蛋捲站、麵包、果汁等都在不同的區域。食物很棒，特別是如果您選擇當地菜餚。我嘗試了一些更西方的選擇，但它們並不那麼好。 有一天晚上我還去了一個較大的夜市吃晚飯，因為距離大約 15-20 分鐘路程。如果您有時間，該地區有很多小商店和餐廳可供探索。 總的來說，我會毫不猶豫地再次留在這裡。唯一阻止我的是探索城市其他地方的願望。強烈推薦。,5.0,5.0,5.0,5,台北W飯店,Google,5.0
2023-11-17,如果您喜歡精緻環境中鮮豔的色彩，那麼您一定會喜歡這家酒店。老實說，我最初是根據這家酒店網站上發布的圖片而被這家酒店嚇到的。通常網站上的圖片要好得多，而現場的圖片則要差一些，但這家酒店似乎恰恰相反……網上照片看起來很滑稽，但實際設計得非常好，優雅而現代。本質上，這家酒店現在讓我重新思考這個品牌，我以後也會有目的地尋找它。,5.0,4.0,5.0,5,台北W飯店,Google,5.0
2023-11-16,房間太多玻璃，隱私度不夠。 睡起來沒那麼舒適。 大薦101旁君悅飯店，舒適度很好。 VIP室也舒適到不行。,2.0,3.0,3.0,3,台北W飯店,Google,5.0
2023-11-20,高級飯店，服務很好,,,,5,台北君悅酒店,Google,4.8
2023-11-20,包場餐點很棒 看得出廚師用心的心意,5.0,5.0,5.0,5,台北君悅酒店,Google,4.8
2023-11-19,飯店位置優越，但清潔度和服務需要改進。當我走進房間時，我看到一隻小蟑螂在浴室裡爬來爬去。給前台打了兩次電話來解決這個問題，但沒有人來。,2.0,4.0,5.0,2,台北君悅酒店,Google,4.8
2023-11-19,在這裡住了快十年了，房間仍然乾淨而且相對寬敞。然而，辦理入住手續時的工作人員普通話很蹩腳，英語更糟。我希望這樣一個享有盛譽的酒店品牌能夠得到更高水準的培訓。,4.0,3.0,4.0,4,台北君悅酒店,Google,4.8
2023-11-19,我和居住於外國的親朋在此會面，未住房，但在一樓大廳瀏覽，感覺佈置高雅，氣氛良好。,,,,4,台北君悅酒店,Google,4.8
2023-11-17,高水準的飯店，一切都是令人滿意，愉悅。,5.0,5.0,5.0,5,台北君悅酒店,Google,4.8
2023-11-16,由於靠近101塔，地點可能需要考慮一下，房間整體設施感覺比較老舊。看起來需要改造。尺寸很大，所以沒有悶熱之類的東西。,3.0,4.0,4.0,3,台北君悅酒店,Google,4.8
2023-11-16,"老牌hotel,依然一流",,,,4,台北君悅酒店,Google,4.8
2023-11-15,迷人的,5.0,5.0,5.0,5,台北君悅酒店,Google,4.8
2023-11-14,離台北車站有點遠，但與台北101和天空步道相連，下雨天也方便。 房間條件非常乾淨，工作人員非常負責。,5.0,5.0,4.0,5,台北君悅酒店,Google,4.8
2023-11-14,如果你需要招待重要親友，或是要給另一半驚喜，想找一間好的飯店，但又害怕良莠不齊的品質會踩雷，選君悅就對了。 臺灣唯一匹配五星級稱號的住宿，無論是地點、服務或是餐飲和其他設施，完全對得起它價格的一間好飯店👍 點擊頭像或 IG:7th.talk 追蹤我👆 - Google Map 專業嚮導 文字創作者✒ - 用最樸實的文字記錄最真實的美食與旅遊體驗 -,5.0,5.0,5.0,5,台北君悅酒店,Google,4.8
2023-11-14,優質的服務，非常滿意⚘️感謝,,,,5,台北君悅酒店,Google,4.8
2023-11-14,我們住的房間乾淨安靜。然而，壞的太軟（或太舊），感覺就像一個水槽洞。早餐令人印象深刻。有相當多的品種。工作人員也很友好。,3.0,4.0,4.0,4,台北君悅酒店,Google,4.8
2023-11-14,棒,5.0,5.0,5.0,5,台北君悅酒店,Google,4.8
2023-11-20,港點樣式多好ㄘ,,,,4,兄弟大飯店,Google,4.8
2023-11-19,粵菜餐廳可！,,5.0,5.0,5,兄弟大飯店,Google,4.8
2023-11-19,兄弟港飲也算是名店之一、還有推車服務。,,4.0,4.0,4,兄弟大飯店,Google,4.8
2023-11-15,14樓川菜，用餐環境不錯，餐點也好吃，但是沒有寵物友善,,4.0,4.0,4,兄弟大飯店,Google,4.8
2023-11-15,服務親切，非常適合旅遊住宿飯店！,5.0,5.0,5.0,5,兄弟大飯店,Google,4.8
2023-11-15,飲茶餐廳很讚。,,4.0,5.0,4,兄弟大飯店,Google,4.8
2023-11-14,朋友介紹的 說很港式會推車出來 餐點中規中矩沒有太大的驚喜 不過粥算好吃,,3.0,4.0,4,兄弟大飯店,Google,4.8
2023-11-20,很溫馨的場地,,,,5,台北寒舍喜來登大飯店,Google,4.6
2023-11-20,讚,,5.0,5.0,5,台北寒舍喜來登大飯店,Google,4.6
2023-11-19,大飯店，乾淨明亮。門庭若市是國際級的老飯店，大廳讓人沒有壓力，裡面的咖啡餐廳質量都很高檔。招待貴賓的好選擇。 餐點很棒質量好，適合辦理聚餐或是宴客的好地點。,4.0,4.0,4.0,4,台北寒舍喜來登大飯店,Google,4.6
2023-11-19,我喜歡台北喜來登大飯店。 它整潔乾淨。 一張加大雙人床真的很寬，所以我可以在床上打滾。,5.0,5.0,5.0,5,台北寒舍喜來登大飯店,Google,4.6
2023-11-19,非常好的保持房間和早餐的質量,5.0,4.0,5.0,5,台北寒舍喜來登大飯店,Google,4.6
2023-11-16,這次的喜宴服務跟餐點都很好,,5.0,5.0,5,台北寒舍喜來登大飯店,Google,4.6
2023-11-15,近日想去台北家族旅遊 因不熟悉網路訂房 所以打了電話去訂房 幫我服務的是 訂房組的 黃小姐 聲音甜美又有耐心與貼心 幫我訂了2間2人房與三件四人房 訂房完後傳mail給我確認之外還來電確認 再次感謝黃小姐,5.0,5.0,5.0,5,台北寒舍喜來登大飯店,Google,4.6
2023-11-15,一間有許多很好餐廳的飯店,4.0,4.0,4.0,4,台北寒舍喜來登大飯店,Google,4.6
2023-11-14,參加朋友的婚宴，享受到週延的服務，悅耳動人的音樂增添許多異國情調。,,5.0,5.0,5,台北寒舍喜來登大飯店,Google,4.6
2023-11-14,因家人聚餐前往並未住宿，飯店地點位在台北菁華地段，週邊不好停車，但好在後面有立體停車場，因家人需要飲用水，向櫃檯人員索取，人員親切有禮並且提供礦泉水，趁著等待時欣賞一下大廳擺飾品，目前擺設東漢陶俑，解說清楚分明，但是……陶俑1和2的位置放顛倒了喔！,4.0,5.0,4.0,4,台北寒舍喜來登大飯店,Google,4.6
2023-11-20,這家旅館很舊，絕對不是五星級甚至四星級的水平，浴室很平庸。我同意其他一些評論，說這個地方是一家 3.5 星級酒店。位置不錯，就在主車站旁邊，還有一個適合鍛煉的小健身房，但酒店似乎自 1973 年建成以來就沒有改變過,1.0,2.0,5.0,2,台北凱撒大飯店,Google,4.2
2023-11-18,除了地點方便之外可以說是毫無優點可言 最受不了的是廁所超臭！上個廁所或刷牙還要憋氣進去..臭的程度和公園公廁差不多（完全沒誇大） 除此之外廁所空間很小 動線很奇怪 地墊放哪都不對 走路容易滑倒… 這樣的地方四人房1晚居然還要7千多…cp值真的低到不行,1.0,2.0,5.0,1,台北凱撒大飯店,Google,4.2
2023-11-18,位於非常中心的位置。可直接從台北車站前往所有有趣的地區和旅遊景點,3.0,5.0,5.0,4,台北凱撒大飯店,Google,4.2
2023-11-18,這裡的buffet好吃，料理又多元化,,,,5,台北凱撒大飯店,Google,4.2
2023-11-15,自助餐很好吃 東西超級多樣 服務生熱情,,,,5,台北凱撒大飯店,Google,4.2
2023-11-20,無,5.0,5.0,5.0,5,台北美福大飯店,Google,5.0
2023-11-19,下午茶的牛肉麵好好吃、牛排也很嫩，不愧是美福團隊！,5.0,5.0,4.0,5,台北美福大飯店,Google,5.0
2023-11-19,千層麵等了50分鐘…餓了,,4.0,5.0,4,台北美福大飯店,Google,5.0
2023-11-19,房間相當不錯，浴缸高檔滿意，彩繪晚餐稍有退步，早餐滿意,,,,5,台北美福大飯店,Google,5.0
2023-11-15,這次六日帶家人住，服務、住房設施跟餐點好到沒話說，下次仍會想再來住：）,5.0,5.0,5.0,5,台北美福大飯店,Google,5.0
2023-11-20,好地方,,,,5,台北遠東香格里拉,Google,4.2
2023-11-20,只是來這裡開會，但是服務跟設備都相當完善,4.0,5.0,5.0,4,台北遠東香格里拉,Google,4.2
2023-11-18,舒適的環境以及恰到好處的貼心服務。,5.0,5.0,5.0,5,台北遠東香格里拉,Google,4.2
2023-11-17,房間設備不錯（除了風格老式、電視遙控器不靈），早餐樣式多、味道有一定水準。房客來自世界各國，入住時有看到日、韓、歐美、印度人士。,4.0,5.0,5.0,5,台北遠東香格里拉,Google,4.2
2023-11-16,優質的服務，一家不錯的酒店，非常適合週末度假。,5.0,5.0,5.0,5,台北遠東香格里拉,Google,4.2
2023-11-16,總機小姐精通台式英文，正統英文要慢慢說，不然她會聽不懂喔,,,,5,台北遠東香格里拉,Google,4.2
2023-11-16,很棒的國際級五星酒店!,5.0,5.0,5.0,5,台北遠東香格里拉,Google,4.2
2023-11-15,這個地方很危險。我年邁的母親摔倒了，腳踝受傷了。他們非常無助，我們實際上被告知她不是第一個摔倒的人。當我們建議他們豎起一個牌子說「小心腳下」時，他們開始與我們爭論。不會再回去了。請各位長輩留意，以免他們跌倒在這個地方。 更新** 經過反覆討論，他們同意支付我母親的醫療費用，並提供額外的 2 晚住宿。 入口處的路邊是要注意的地方。這是一個非常低的路邊，用紅膠帶標記......旁邊是紅地毯。,4.0,4.0,4.0,4,台北遠東香格里拉,Google,4.2
2023-11-14,我們現在住在家庭房。一切都處於原始狀態。工作人員很專業，讓您有賓至如歸的感覺。我們在他們的健身房度過了很長一段時間。設施並不寬敞，但該有的都有。總的來說，我們在這裡度過了一段愉快的時光。,5.0,5.0,5.0,5,台北遠東香格里拉,Google,4.2
2023-11-14,很好的服務。 非常有禮貌的工作人員。 忘記了我的護照，他們的失物招領+Daniel Lu（接待處）非常有幫助，幫我找到了護照並將其交給我，不浪費時間。非常非常感謝你們優秀的客戶服務！,5.0,5.0,5.0,5,台北遠東香格里拉,Google,4.2
2023-11-14,高級餐廳，非常棒。停車費太貴了,5.0,5.0,5.0,5,台北遠東香格里拉,Google,4.2
2023-11-18,雖然是老飯店，但是位置便利，靠近民權西路站。,3.0,4.0,5.0,4,三德大飯店,Google,4.0
2023-11-14,會不會太扯我人在房間裡面一句話都沒說直接開了房門把我房卡拿走，今天早上要用早餐竟然跟我說沒有，我明明訂房就有寫附早餐，我前一天入住我還特別的問一下，後面才跟我說有，你們是不是內部溝通有問題啊,1.0,1.0,1.0,1,三德大飯店,Google,4.0
,優點： 非常漂亮的建築和裝飾。 缺點： 下午6點左右，噪音很大。與台北喜來登酒店不同，清潔人員不用敲門就打開了我的房間。,4.0,4.0,4.0,4,圓山大飯店,Google,4.8
2023-11-20,親切的大廳服務人員🙎很親切的服務。有耐心的回覆問題🙋。周圍環境風景優美的地方還有圓山四號步道可以走走空氣品質好。適合全家大小一起來玩。來參觀西密道之旅👍,,5.0,5.0,5,圓山大飯店,Google,4.8
2023-11-20,好地方,5.0,5.0,5.0,5,圓山大飯店,Google,4.8
2023-11-19,華麗的,4.0,4.0,3.0,4,圓山大飯店,Google,4.8
2023-11-18,豪華,,5.0,4.0,5,圓山大飯店,Google,4.8
2023-11-18,停車位不足,4.0,4.0,3.0,4,圓山大飯店,Google,4.8
2023-11-17,什麽都很大，早餐很豐盛，乾淨，建築物有特色。,4.0,4.0,4.0,4,圓山大飯店,Google,4.8
2023-11-17,房間寬敞，設備舒服，風景漂亮,5.0,5.0,5.0,5,圓山大飯店,Google,4.8
2023-11-16,豪奢又復古的古代宮廷建築,4.0,5.0,4.0,5,圓山大飯店,Google,4.8
2023-11-16,好地方，劍潭站2號出口，直走中山北路左轉沿著公園散步進大飯店。 曝氣筒到此一遊,5.0,5.0,5.0,5,圓山大飯店,Google,4.8
2023-11-16,工作人員很友善，中午12點到達飯店，要求升級房間和提早入住，他們給我們加了400新台幣辦理入住。 當我帶著孩子旅行時，這對我來說真的很有幫助。 謝謝。 然而，有一個問題是交通。 步行約15分鐘即可到達車站。,5.0,5.0,4.0,5,圓山大飯店,Google,4.8
2023-11-15,古色古香又極富歷史性的酒店,,,,5,圓山大飯店,Google,4.8
2023-11-15,金龍餐廳美味精緻，早餐感覺吃別家較有變化,4.0,4.0,5.0,5,圓山大飯店,Google,4.8
2023-11-15,圓山美到每處都是亮點，只是當晚住宿的房間冷氣空調似乎故障了，冷到發抖,5.0,5.0,5.0,5,圓山大飯店,Google,4.8
2023-11-15,可能是因為學習不夠，沒有抱太大的期望，但從大陽台上看到的台北市夜景卻給我留下了深刻的印象！ 與充滿時代感的室內裝潢相反，水域乾淨又時尚。 自助早餐也很滿意。後面還有便利商店，很方便。,4.0,3.0,3.0,4,圓山大飯店,Google,4.8
2023-11-15,圓山大飯店 小時候來過圓山大飯店是父親老闆壽宴，我與母親都因父親受邀蒞臨晚宴，對我而言何其有幸，古色古香的佈置裝潢，金龍在中庭廣場神情抖擻精氣十足，象徵中華民族的歷史與命脈！ 而今回首；飯店建築依然雄雄有神，更記錄歷史悠久的中華建築與傳承，多少風雨的粹瀾，仍記錄著多少世界領袖的駐足，圓山大飯店是我們中華民國台灣的驕傲更是所有民族英雄的象徵，遙望遠方的東方明珠~,5.0,5.0,5.0,5,圓山大飯店,Google,4.8
2023-11-15,在那裡睡了一晚，真的很不錯！建築令人印象深刻，房間很漂亮，他們的免費接駁車很實用。,,,,5,圓山大飯店,Google,4.8
2023-11-14,台灣最早的五星級飯店，只是住到無窗的房間，房間又有點小，不過整體乾淨舒適，隔音不錯好睡，提供的餐點選擇也很多樣，建議可以參加坑道導覽，了解更多當地歷史,4.0,4.0,5.0,5,圓山大飯店,Google,4.8
2023-11-14,以4000出頭入住這個從小到大在新聞中都看得到畫面的飯店，我覺得很值得，入住9樓房間可以看得到市景與飛機降落，是很特別的體驗。 晚餐在圓苑中餐廳用餐，餐點水準不錯，價格略高，適合當作招待親友長輩的餐廳。,5.0,5.0,5.0,5,圓山大飯店,Google,4.8
2023-11-14,圓山雖然去蠻多次不過不熟，一大早就人很多像菜市場一樣，這次跟導覽老師去解鎖西密道，經過解說才知道圓山每個設計都很有意涵跟巧思，真的很有歷史,4.0,4.0,4.0,5,圓山大飯店,Google,4.8
2023-11-20,整體髒 外面很吵,1.0,1.0,1.0,1,豪景大酒店,Google,3.0
2023-11-20,一家五星級酒店於 2006 年開幕。 樂天旅遊連續兩年（2017年及2018年）榮獲樂天旅遊銅獎。 它將於2023年2月重新開放，並配備花園式室外游泳池、大型公共浴室、桑拿浴室，甚至還有健身房。 酒店變得更加優雅。 部分工作人員會講日語，因此也推薦給第一次來台灣旅遊的人。 飯店距離有台灣秋葉原之稱的忠孝新生站步行10分鐘。 忠孝新生站是國立台北科技大學的所在地，與日本的東京工業大學類似，所以站前有很多物美價廉的餐廳，光是走走逛逛也很有趣。 我住的是豪華大床房。房間面積為40平方米，距離天花板高度為3.1米，無論是面積或高度都給人一種極大的自由感。 從窗戶看到台北101很不錯。 他們注重ECO活動，房間裡沒有礦泉水。 當我需要的時候，我會自己去電梯，把它放進水罐裡。 房客可以免費使用二樓的游泳池、三溫暖和健身房。 泳池　6:00～21:00 桑拿 7:00-22:00 健身房：6:00～21:00 桑拿浴室設有按摩浴缸。 日本人只要看到公共浴室就會興奮不已。 晚上有點餓了，本來打算去一樓的酒吧喝點小酒，結果卻吃了不少。 海藻包裹明太子的劍魚，以及雞肉、豬肉和扇貝串。 這是在日本找不到的獨特安排。 早上，昨晚的酒吧變成了餐廳。 一邊從窗戶眺望花園，一邊享用優雅的早餐。這是一個名人的早晨。 我要了一個煎蛋捲，然後他們就炒了我。 距離車站步行約10分鐘，但步行約9分鐘即可到達開往九份的巴士站，因此推薦給想要度過優雅假期的人士。,5.0,5.0,5.0,5,美麗信花園酒店,Google,4.2
2023-11-17,入住非常好..五星級！....但結帳體驗很糟糕。 --> 感覺就像：「謝謝...再見，再見。下一個」...前台工作人員看起來不感興趣...只是想繼續工作。,4.0,4.0,4.0,4,美麗信花園酒店,Google,4.2
